merchant_id,merchant_name,category,industry,total_revenue,success_rate,refund_rate,chargeback_rate,retention_rate,total_transactions,avg_order_value,active_customers,merchant_health_score,risk_score,risk_level,merchant_status,created_at
M0314,Pulse Cloud,EdTech,EdTech,635439.7,97.28,1.44,0.4,84.73,11330,56.08,6530,88.55,16.14,LOW,ACTIVE,2025-12-09
M0315,Echo Labs,Health & Wellness,Health & Wellness,270413.61,80.57,5.04,1.92,43.62,47518,5.69,37154,42.62,76.24,HIGH,UNDER_REVIEW,2025-09-24
M0316,Quantum Cloud,Travel & Hospitality,Travel & Hospitality,185216.09,89.17,4.26,0.68,57.77,9517,19.46,6768,63.05,47.15,MEDIUM,ACTIVE,2024-08-27
M0317,Hyper Prime,Gaming & Entertainment,Gaming & Entertainment,4597547.8,95.09,0.84,0.36,82.18,103,44636.39,60,85.53,17.64,LOW,ACTIVE,2026-05-07
M0318,Vertex Direct,D2C Retail,D2C Retail,11321167.99,94.2,1.54,0.11,94.7,984,11505.25,518,88.72,16.29,LOW,ACTIVE,2024-09-27
M0319,Vortex Solutions,B2B Logistics,B2B Logistics,762743.69,87.18,2.93,1.29,67.92,986,773.57,651,64.85,47.82,MEDIUM,ACTIVE,2024-10-01
M0320,Titan Cart,FoodTech & QSR,FoodTech & QSR,1624750.34,98.19,1.8,0.28,77.14,1299,1250.77,797,86.6,16.97,LOW,ACTIVE,2026-06-26
M0321,Vortex Pay,E-Commerce,E-Commerce,7541409.29,94.02,1.32,0.17,89.62,178,42367.47,98,86.7,17.55,LOW,ACTIVE,2026-04-24
M0322,Core Direct,SaaS & Subscriptions,SaaS & Subscriptions,3868479.28,96.79,1.36,0.05,82.98,3276,1180.85,1916,88.03,14.23,LOW,ACTIVE,2025-06-08
M0323,Pulse Pay,Fintech & Wealth,Fintech & Wealth,3259903.75,97.5,1.42,0.37,73.36,16857,193.39,10673,84.56,18.34,LOW,ACTIVE,2025-07-05
M0324,Optima Direct,EdTech,EdTech,2211959.35,94.45,0.31,0.16,89.33,8128,272.14,4497,88.53,13.36,LOW,ACTIVE,2025-07-07
M0325,Hyper Works,Health & Wellness,Health & Wellness,13441512.33,97.0,0.99,0.08,75.17,1483,9063.73,925,85.74,14.81,LOW,ACTIVE,2025-01-09
M0326,Swift Mart,Travel & Hospitality,Travel & Hospitality,173432.27,95.28,1.28,0.34,95.95,32994,5.26,17165,90.53,15.29,LOW,ACTIVE,2025-03-28
M0327,Velocity Commerce,Gaming & Entertainment,Gaming & Entertainment,5423307.12,89.33,3.82,1.21,47.72,1277,4246.91,972,58.92,52.12,MEDIUM,ACTIVE,2026-06-01
M0328,Vortex Tech,D2C Retail,D2C Retail,18475711.77,96.23,1.23,0.27,70.72,949,19468.61,613,82.3,19.44,LOW,ACTIVE,2024-10-14
M0329,Nexus Labs,B2B Logistics,B2B Logistics,799532.15,94.15,0.24,0.38,73.47,2501,319.68,1582,81.69,19.29,LOW,ACTIVE,2026-07-19
M0330,Vertex Wave,FoodTech & QSR,FoodTech & QSR,640105.21,93.43,2.8,0.89,65.07,18722,34.19,12630,73.06,35.51,MEDIUM,ACTIVE,2026-02-03
M0331,Nexus Platform,E-Commerce,E-Commerce,317893.86,98.66,1.02,0.23,69.14,165,1926.63,107,85.29,15.14,LOW,ACTIVE,2026-05-05
M0332,Orbit Hub,SaaS & Subscriptions,SaaS & Subscriptions,9219053.91,96.88,0.99,0.33,88.73,268,34399.45,149,90.29,13.6,LOW,ACTIVE,2025-03-04
M0333,Lumina Direct,Fintech & Wealth,Fintech & Wealth,4435875.76,87.07,4.13,1.09,67.0,153,28992.65,101,63.15,50.82,MEDIUM,ACTIVE,2025-05-10
M0334,Zenith Wave,EdTech,EdTech,142557.14,95.64,0.67,0.13,93.09,471,302.67,251,91.14,11.65,LOW,ACTIVE,2024-10-06
M0335,Sync Labs,Health & Wellness,Health & Wellness,541981.11,92.0,3.31,1.2,46.5,2069,261.95,1587,62.71,46.56,MEDIUM,ACTIVE,2025-08-23
M0336,Swift Cloud,Travel & Hospitality,Travel & Hospitality,123231.6,94.36,1.83,0.08,81.51,1286,95.83,761,83.54,20.13,LOW,ACTIVE,2024-12-26
M0337,Aura Solutions,Gaming & Entertainment,Gaming & Entertainment,865902.95,99.22,0.24,0.31,94.87,3249,266.51,1707,96.82,5.77,LOW,ACTIVE,2026-04-22
M0338,Aura Digital,D2C Retail,D2C Retail,33764142.49,94.3,0.95,0.13,87.66,44513,758.52,25002,86.9,16.0,LOW,ACTIVE,2025-02-03
M0339,Nova Cart,B2B Logistics,B2B Logistics,492455.45,97.79,0.56,0.26,79.38,42015,11.72,25339,88.63,12.51,LOW,ACTIVE,2026-06-15
M0340,Omni Wave,FoodTech & QSR,FoodTech & QSR,4389316.08,96.03,0.41,0.09,71.98,475,9240.67,304,83.97,15.11,LOW,ACTIVE,2025-12-05
M0341,Prism Direct,E-Commerce,E-Commerce,19760012.97,90.43,3.51,0.6,64.78,8930,2212.77,6037,68.58,40.24,MEDIUM,ACTIVE,2025-12-24
M0342,Orbit Dynamics,SaaS & Subscriptions,SaaS & Subscriptions,152277.2,98.11,1.18,0.06,79.21,2033,74.9,1227,88.56,12.64,LOW,ACTIVE,2024-12-25
M0343,Lumina Labs,Fintech & Wealth,Fintech & Wealth,280169.28,93.47,4.39,1.1,55.63,1292,216.85,932,66.94,45.05,MEDIUM,ACTIVE,2025-03-29
M0344,Swift Commerce,EdTech,EdTech,5714231.9,73.82,9.36,3.97,33.06,1735,3293.51,1448,19.7,100.0,CRITICAL,RESTRICTED,2025-10-24
M0345,Flux Commerce,Health & Wellness,Health & Wellness,138111.31,92.21,2.64,0.73,48.79,778,177.52,588,65.71,39.57,MEDIUM,ACTIVE,2026-06-11
M0346,Aura Direct,Travel & Hospitality,Travel & Hospitality,11026802.97,97.01,0.57,0.4,92.27,22369,492.95,12049,92.25,11.61,LOW,ACTIVE,2026-05-13
M0347,Omni Direct,Gaming & Entertainment,Gaming & Entertainment,441066.23,89.56,4.76,1.19,45.62,149,2960.18,115,57.21,55.43,MEDIUM,ACTIVE,2024-08-27
M0348,Elevate Systems,D2C Retail,D2C Retail,1787050.68,99.27,1.17,0.23,68.27,5924,301.66,3901,85.57,14.96,LOW,ACTIVE,2025-10-14
M0349,Core Works,B2B Logistics,B2B Logistics,16551287.06,89.01,4.19,1.37,49.69,2584,6405.3,1942,58.44,54.69,MEDIUM,ACTIVE,2025-01-18
M0350,Omni Tech,FoodTech & QSR,FoodTech & QSR,595630.24,83.85,7.6,2.58,44.77,1171,508.65,908,42.7,85.27,HIGH,UNDER_REVIEW,2024-12-28
M0351,Optima Mart,E-Commerce,E-Commerce,29498548.45,97.09,0.48,0.32,89.59,716,41199.09,395,91.61,11.21,LOW,ACTIVE,2024-09-23
M0352,Prism Platform,SaaS & Subscriptions,SaaS & Subscriptions,20582641.18,99.26,0.7,0.44,69.36,350,58807.55,228,86.18,14.74,LOW,ACTIVE,2026-06-25
M0353,Swift Hub,Fintech & Wealth,Fintech & Wealth,314208.06,99.19,1.38,0.09,78.65,4577,68.65,2777,89.46,12.1,LOW,ACTIVE,2026-01-26
M0354,Lumina Works,EdTech,EdTech,167983.67,99.12,1.65,0.24,94.98,1341,125.27,704,94.99,10.27,LOW,ACTIVE,2025-09-09
M0355,Nova Works,Health & Wellness,Health & Wellness,45298542.86,91.28,3.81,0.65,65.28,1424,31810.77,959,69.41,40.3,MEDIUM,ACTIVE,2026-07-12
M0356,Echo Network,Travel & Hospitality,Travel & Hospitality,274071.01,94.07,1.21,0.25,87.3,25280,10.84,14245,85.86,18.31,LOW,ACTIVE,2025-12-28
M0357,Zenith Hub,Gaming & Entertainment,Gaming & Entertainment,163800.79,91.78,2.61,1.27,63.84,2881,56.86,1961,69.88,40.66,MEDIUM,ACTIVE,2024-12-04
M0358,Pulse Systems,D2C Retail,D2C Retail,8258934.26,95.82,1.05,0.37,79.24,924,8938.24,557,85.07,18.1,LOW,ACTIVE,2026-03-03
M0359,Forge Platform,B2B Logistics,B2B Logistics,2157071.65,98.8,0.8,0.09,87.07,16954,127.23,9573,92.95,8.55,LOW,ACTIVE,2025-06-16
M0360,Zenith Cloud,FoodTech & QSR,FoodTech & QSR,186903.54,95.39,0.46,0.17,78.96,10496,17.81,6352,85.58,15.14,LOW,ACTIVE,2026-05-11
M0361,Stellar Ventures,E-Commerce,E-Commerce,5720418.47,97.6,0.83,0.38,79.61,43911,130.27,26432,87.86,14.64,LOW,ACTIVE,2025-09-25
M0362,Vertex Works,SaaS & Subscriptions,SaaS & Subscriptions,5146720.81,77.25,8.04,2.05,42.98,154,33420.26,120,33.69,92.92,HIGH,UNDER_REVIEW,2026-02-12
M0363,Omni Works,Fintech & Wealth,Fintech & Wealth,296482.97,98.96,0.61,0.38,73.66,5433,54.57,3432,87.68,13.32,LOW,ACTIVE,2024-12-28
M0364,Swift Wave,EdTech,EdTech,7472941.39,96.97,0.75,0.11,66.03,661,11305.51,442,82.44,16.54,LOW,ACTIVE,2025-11-24
M0365,Elevate Cart,Health & Wellness,Health & Wellness,5792509.83,85.29,8.92,2.8,44.62,6234,929.18,4843,42.36,89.53,HIGH,UNDER_REVIEW,2024-12-25
M0366,Vortex Digital,Travel & Hospitality,Travel & Hospitality,504088.07,99.26,1.41,0.26,68.44,1609,313.29,1058,85.24,16.01,LOW,ACTIVE,2025-06-25
M0367,Lumina Tech,Gaming & Entertainment,Gaming & Entertainment,1747805.76,92.83,3.58,0.84,67.47,198,8827.3,131,72.24,38.14,MEDIUM,ACTIVE,2024-09-03
M0368,Velocity Systems,D2C Retail,D2C Retail,1381801.1,94.24,1.53,0.41,73.68,20731,66.65,13093,80.11,23.86,LOW,ACTIVE,2025-01-21
M0369,Quantum Wave,B2B Logistics,B2B Logistics,614735.42,93.2,4.14,1.22,45.41,39682,15.49,30672,62.75,48.1,MEDIUM,ACTIVE,2025-08-23
M0370,Stellar Commerce,FoodTech & QSR,FoodTech & QSR,9146674.21,95.77,1.69,0.14,92.06,201,45505.84,108,89.54,15.37,LOW,ACTIVE,2025-06-30
M0371,Echo Platform,E-Commerce,E-Commerce,7929163.0,97.14,0.37,0.12,65.38,1841,4306.99,1239,82.91,15.2,LOW,ACTIVE,2026-03-07
M0372,Forge Commerce,SaaS & Subscriptions,SaaS & Subscriptions,650288.24,81.92,6.34,2.01,43.89,134,4852.9,104,42.61,79.42,HIGH,UNDER_REVIEW,2026-05-09
M0373,Prism Ventures,Fintech & Wealth,Fintech & Wealth,27345540.32,98.94,1.4,0.28,92.66,316,86536.52,169,94.11,10.57,LOW,ACTIVE,2025-03-03
M0374,Echo Digital,EdTech,EdTech,163356.12,78.37,8.58,1.56,41.32,48602,3.36,38560,34.8,89.62,HIGH,UNDER_REVIEW,2025-08-08
M0375,Orbit Store,Health & Wellness,Health & Wellness,20393796.91,97.02,0.31,0.38,83.57,204,99969.59,118,89.3,12.7,LOW,ACTIVE,2026-06-04
M0376,Forge Cloud,Travel & Hospitality,Travel & Hospitality,179191.74,76.37,12.88,4.58,33.79,3492,51.31,2902,17.46,100.0,CRITICAL,RESTRICTED,2026-04-19
M0377,Nexus Network,Gaming & Entertainment,Gaming & Entertainment,2492138.54,96.5,0.77,0.21,88.99,4212,591.68,2337,90.42,12.38,LOW,ACTIVE,2025-05-07
M0378,Prism Mart,D2C Retail,D2C Retail,25638557.55,96.57,1.29,0.29,83.34,7877,3254.86,4594,87.49,16.15,LOW,ACTIVE,2025-12-03
M0379,Velocity Platform,B2B Logistics,B2B Logistics,437346.65,90.05,2.38,0.85,56.22,5758,75.95,4139,65.79,41.0,MEDIUM,ACTIVE,2026-05-12
M0380,Optima Store,FoodTech & QSR,FoodTech & QSR,36766712.5,97.48,1.54,0.24,84.66,155,237204.6,89,88.98,14.92,LOW,ACTIVE,2025-08-14
M0381,Forge Hub,E-Commerce,E-Commerce,485954.09,96.1,1.05,0.04,69.34,558,870.89,364,82.3,17.51,LOW,ACTIVE,2024-11-16
M0382,Pulse Platform,SaaS & Subscriptions,SaaS & Subscriptions,41892626.62,95.92,1.07,0.1,83.93,572,73238.86,331,87.52,14.68,LOW,ACTIVE,2024-11-07
M0383,Apex Commerce,Fintech & Wealth,Fintech & Wealth,361965.15,73.62,9.03,3.01,27.19,125,2895.72,108,19.53,100.0,CRITICAL,RESTRICTED,2024-11-26
M0384,Lumina Commerce,EdTech,EdTech,195685.33,95.97,1.64,0.27,80.89,619,316.13,368,85.32,18.72,LOW,ACTIVE,2025-06-17
M0385,Echo Wave,Health & Wellness,Health & Wellness,32717140.59,96.3,0.36,0.29,68.53,854,38310.47,561,82.67,17.0,LOW,ACTIVE,2025-08-28
M0386,Swift Tech,Travel & Hospitality,Travel & Hospitality,2341475.42,99.07,1.09,0.32,95.78,226,10360.51,117,95.81,8.83,LOW,ACTIVE,2026-06-28
M0387,Forge Digital,Gaming & Entertainment,Gaming & Entertainment,551432.23,96.29,0.96,0.2,93.14,8455,65.22,4517,91.5,12.24,LOW,ACTIVE,2024-10-17
M0388,Swift Direct,D2C Retail,D2C Retail,4372380.39,88.44,4.32,1.36,63.89,100,43723.8,68,62.99,52.37,MEDIUM,ACTIVE,2025-10-22
M0389,Catalyst Labs,B2B Logistics,B2B Logistics,5219491.67,70.36,10.49,3.11,31.04,7129,732.15,6022,14.52,100.0,CRITICAL,RESTRICTED,2025-04-23
M0390,Horizon Pay,FoodTech & QSR,FoodTech & QSR,203703.6,96.23,1.02,0.18,68.75,1351,150.78,886,82.0,18.48,LOW,ACTIVE,2025-03-13
M0391,Stellar Network,E-Commerce,E-Commerce,10651407.96,94.41,0.34,0.17,94.19,6374,1671.07,3372,90.29,12.39,LOW,ACTIVE,2025-12-07
M0392,Optima Cart,SaaS & Subscriptions,SaaS & Subscriptions,6787500.21,96.1,1.27,0.02,84.72,29169,232.7,16813,87.96,14.28,LOW,ACTIVE,2025-07-29
M0393,Aura Cart,Fintech & Wealth,Fintech & Wealth,4501087.09,92.9,4.05,0.61,65.76,151,29808.52,101,71.51,38.26,MEDIUM,ACTIVE,2025-01-08
M0394,Forge Systems,EdTech,EdTech,2761609.01,94.82,0.22,0.2,74.15,2049,1347.78,1289,83.23,16.6,LOW,ACTIVE,2025-07-09
M0395,Vertex Solutions,Health & Wellness,Health & Wellness,3612810.49,94.25,0.42,0.26,75.64,9290,388.89,5776,82.65,18.27,LOW,ACTIVE,2025-05-12
M0396,Prism Prime,Travel & Hospitality,Travel & Hospitality,5761235.04,98.9,1.45,0.2,85.86,553,10418.15,315,91.53,11.86,LOW,ACTIVE,2026-01-19
M0397,Horizon Hub,Gaming & Entertainment,Gaming & Entertainment,671013.02,83.81,7.01,2.86,45.16,20631,32.52,15972,43.02,85.41,HIGH,UNDER_REVIEW,2024-08-31
M0398,Aura Tech,D2C Retail,D2C Retail,29783175.9,96.5,0.77,0.27,76.51,4190,7108.16,2587,85.5,15.98,LOW,ACTIVE,2024-12-06
M0399,Swift Network,B2B Logistics,B2B Logistics,8023337.83,91.44,3.11,0.65,54.9,242,33154.29,175,66.56,40.2,MEDIUM,ACTIVE,2024-09-20
M0400,Pulse Solutions,FoodTech & QSR,FoodTech & QSR,25254873.58,88.73,2.52,0.52,59.85,5235,4824.24,3668,65.9,39.92,MEDIUM,ACTIVE,2025-07-04
M0401,Titan Prime,E-Commerce,E-Commerce,830386.78,94.42,0.94,0.15,85.99,4314,192.49,2459,86.39,16.36,LOW,ACTIVE,2026-05-02
M0402,Orbit Wave,SaaS & Subscriptions,SaaS & Subscriptions,963890.14,95.26,1.98,0.22,86.34,239,4033.01,135,86.12,19.21,LOW,ACTIVE,2024-11-02
M0403,Flux Direct,Fintech & Wealth,Fintech & Wealth,2044523.16,76.27,7.27,3.14,38.15,127,16098.61,102,29.37,100.0,HIGH,UNDER_REVIEW,2025-09-29
M0404,Vertex Ventures,EdTech,EdTech,121212.87,89.07,2.53,0.52,62.39,1727,70.19,1188,67.32,38.81,MEDIUM,ACTIVE,2025-11-18
M0405,Scale Commerce,Health & Wellness,Health & Wellness,603480.11,99.22,0.41,0.43,74.73,24990,24.15,15652,88.6,12.36,LOW,ACTIVE,2026-05-14
M0406,Vortex Hub,Travel & Hospitality,Travel & Hospitality,4239598.58,92.53,4.76,0.76,67.11,1125,3768.53,747,70.29,42.17,MEDIUM,ACTIVE,2026-05-05
M0407,Titan Commerce,Gaming & Entertainment,Gaming & Entertainment,1097703.55,88.69,3.56,0.64,57.74,2897,378.91,2060,63.41,45.11,MEDIUM,ACTIVE,2025-10-27
M0408,Aura Cloud,D2C Retail,D2C Retail,11385448.38,98.84,0.99,0.15,73.04,335,33986.41,212,87.23,13.14,LOW,ACTIVE,2026-02-21
M0409,Velocity Digital,B2B Logistics,B2B Logistics,143083.35,88.71,2.83,1.37,57.83,865,165.41,614,62.98,48.34,MEDIUM,ACTIVE,2025-07-04
M0410,Flux Cart,FoodTech & QSR,FoodTech & QSR,3686927.89,94.81,1.0,0.29,80.16,1214,3037.01,727,84.31,18.56,LOW,ACTIVE,2024-10-17
M0411,Beacon Direct,E-Commerce,E-Commerce,48124584.23,92.95,3.78,1.01,59.28,349,137892.79,245,68.65,42.06,MEDIUM,ACTIVE,2026-02-21
M0412,Titan Tech,SaaS & Subscriptions,SaaS & Subscriptions,1165372.91,86.31,3.38,0.99,50.24,39983,29.15,29939,56.89,52.72,MEDIUM,ACTIVE,2025-06-25
M0413,Beacon Systems,Fintech & Wealth,Fintech & Wealth,28483326.96,83.15,7.4,2.98,34.09,13600,2094.36,11281,37.13,91.49,HIGH,UNDER_REVIEW,2025-09-07
M0414,Pulse Commerce,EdTech,EdTech,217213.91,98.61,0.7,0.4,94.27,252,861.96,133,94.98,9.17,LOW,ACTIVE,2025-07-24
M0415,Vortex Works,Health & Wellness,Health & Wellness,1773158.59,99.69,1.07,0.39,83.25,1030,1721.51,601,91.71,11.52,LOW,ACTIVE,2026-04-10
M0416,Pulse Labs,Travel & Hospitality,Travel & Hospitality,590637.81,95.18,1.57,0.19,80.85,2131,277.16,1269,84.5,19.03,LOW,ACTIVE,2026-04-26
M0417,Nexus Digital,Gaming & Entertainment,Gaming & Entertainment,3614587.85,99.02,1.97,0.2,90.65,11572,312.36,6326,92.84,12.3,LOW,ACTIVE,2026-07-23
M0418,Sync Commerce,D2C Retail,D2C Retail,3531322.95,93.55,2.64,0.6,64.64,1531,2306.55,1036,73.85,32.56,MEDIUM,ACTIVE,2025-09-16
M0419,Vertex Network,B2B Logistics,B2B Logistics,19317171.35,99.18,0.31,0.4,78.9,2385,8099.44,1444,90.35,10.79,LOW,ACTIVE,2025-04-29
M0420,Elevate Ventures,FoodTech & QSR,FoodTech & QSR,4910824.26,93.32,2.15,0.93,60.82,8924,550.29,6210,72.07,34.78,MEDIUM,ACTIVE,2025-07-25
M0421,Quantum Hub,E-Commerce,E-Commerce,7398169.2,70.94,10.74,3.68,33.04,565,13094.1,471,14.59,100.0,CRITICAL,RESTRICTED,2025-10-25
M0422,Omni Solutions,SaaS & Subscriptions,SaaS & Subscriptions,370413.13,93.56,2.12,1.4,60.57,17219,21.51,12004,71.39,38.14,MEDIUM,ACTIVE,2026-04-15
M0423,Forge Ventures,Fintech & Wealth,Fintech & Wealth,623977.48,86.11,4.09,1.25,62.03,242,2578.42,166,59.69,54.64,MEDIUM,ACTIVE,2026-03-15
M0424,Core Ventures,EdTech,EdTech,10801382.92,98.46,1.39,0.35,91.22,4530,2384.41,2463,92.79,12.17,LOW,ACTIVE,2026-04-30
M0425,Hyper Cloud,Health & Wellness,Health & Wellness,173436.89,73.41,9.45,3.77,29.07,150,1156.25,128,17.9,100.0,CRITICAL,RESTRICTED,2026-01-18
M0426,Pulse Hub,Travel & Hospitality,Travel & Hospitality,873888.77,86.88,4.28,1.35,46.66,37829,23.1,29003,54.35,58.8,MEDIUM,ACTIVE,2025-05-13
M0427,Apex Mart,Gaming & Entertainment,Gaming & Entertainment,2572874.29,88.37,2.31,0.95,63.27,8098,317.72,5536,66.16,42.31,MEDIUM,ACTIVE,2025-04-25
M0428,Quantum Tech,D2C Retail,D2C Retail,136633.91,94.42,0.93,0.15,72.2,573,238.45,366,81.1,19.77,LOW,ACTIVE,2025-01-04
M0429,Quantum Prime,B2B Logistics,B2B Logistics,14742659.1,76.5,11.35,4.72,28.21,1931,7634.73,1658,17.25,100.0,CRITICAL,RESTRICTED,2025-01-06
M0430,Titan Solutions,FoodTech & QSR,FoodTech & QSR,407422.95,82.34,9.41,2.53,37.73,5603,72.72,4545,35.67,95.23,HIGH,UNDER_REVIEW,2025-02-19
M0431,Sync Tech,E-Commerce,E-Commerce,214664.0,99.15,1.11,0.21,83.16,4855,44.22,2836,91.26,11.05,LOW,ACTIVE,2025-06-06
M0432,Prism Hub,SaaS & Subscriptions,SaaS & Subscriptions,156214.29,97.96,0.64,0.33,90.5,14786,10.57,8095,92.88,10.32,LOW,ACTIVE,2026-04-14
M0433,Stellar Prime,Fintech & Wealth,Fintech & Wealth,3098728.58,90.11,2.49,1.2,51.24,2190,1414.94,1628,63.11,45.34,MEDIUM,ACTIVE,2026-07-02
M0434,Stellar Solutions,EdTech,EdTech,585123.11,77.32,7.83,1.59,43.98,719,813.8,560,35.36,88.15,HIGH,UNDER_REVIEW,2026-04-28
M0435,Zenith Works,Health & Wellness,Health & Wellness,100083.74,90.04,2.23,0.75,61.26,147,680.84,101,68.12,38.43,MEDIUM,ACTIVE,2025-07-31
M0436,Velocity Tech,Travel & Hospitality,Travel & Hospitality,18422536.02,70.03,10.43,4.41,28.16,188,97992.21,161,10.45,100.0,CRITICAL,RESTRICTED,2025-01-07
M0437,Core Store,Gaming & Entertainment,Gaming & Entertainment,938124.64,95.57,1.72,0.15,89.46,25535,36.74,14113,88.22,16.5,LOW,ACTIVE,2026-04-24
M0438,Aero Wave,D2C Retail,D2C Retail,1482040.95,85.01,6.7,3.14,33.43,7148,207.34,5953,39.97,87.7,HIGH,UNDER_REVIEW,2024-11-24
M0439,Sync Cloud,B2B Logistics,B2B Logistics,2151737.47,89.06,3.81,1.13,45.1,282,7630.27,218,57.73,52.51,MEDIUM,ACTIVE,2024-11-23
M0440,Aero Network,FoodTech & QSR,FoodTech & QSR,8404074.67,97.87,1.94,0.35,94.47,7872,1067.59,4153,92.52,14.17,LOW,ACTIVE,2025-08-30
M0441,Beacon Commerce,E-Commerce,E-Commerce,637432.16,94.61,1.61,0.3,66.49,937,680.29,625,77.95,24.5,LOW,ACTIVE,2025-06-29
M0442,Pulse Prime,SaaS & Subscriptions,SaaS & Subscriptions,38227333.21,96.9,0.98,0.22,71.48,988,38691.63,634,83.92,16.97,LOW,ACTIVE,2026-07-16
M0443,Titan Labs,Fintech & Wealth,Fintech & Wealth,995668.77,76.52,8.45,2.21,45.15,19727,50.47,15273,32.68,96.19,HIGH,UNDER_REVIEW,2025-10-03
M0444,Catalyst Wave,EdTech,EdTech,373392.5,97.81,1.05,0.4,71.69,6751,55.31,4331,84.76,17.24,LOW,ACTIVE,2025-05-31
M0445,Apex Wave,Health & Wellness,Health & Wellness,4368222.47,78.92,5.61,2.61,43.82,710,6152.43,554,38.35,86.18,HIGH,UNDER_REVIEW,2025-06-26
M0446,Titan Pay,Travel & Hospitality,Travel & Hospitality,5500268.06,96.29,1.48,0.11,92.6,596,9228.64,320,90.78,13.47,LOW,ACTIVE,2026-05-03
M0447,Aura Commerce,Gaming & Entertainment,Gaming & Entertainment,983203.35,94.34,0.4,0.24,73.3,17986,54.66,11394,81.94,18.48,LOW,ACTIVE,2025-01-02
M0448,Sync Pay,D2C Retail,D2C Retail,109561.26,88.99,3.01,0.52,47.86,1307,83.83,994,60.98,44.25,MEDIUM,ACTIVE,2025-11-22
M0449,Echo Cart,B2B Logistics,B2B Logistics,2139078.53,96.34,1.16,0.28,65.31,1788,1196.35,1204,80.44,20.46,LOW,ACTIVE,2024-12-20
M0450,Catalyst Prime,FoodTech & QSR,FoodTech & QSR,39852498.16,97.01,1.42,0.15,88.99,12192,3268.74,6767,90.35,13.41,LOW,ACTIVE,2025-02-10
M0451,Zenith Tech,E-Commerce,E-Commerce,2552480.28,99.66,0.43,0.03,88.87,15083,169.23,8380,95.4,5.04,LOW,ACTIVE,2026-02-05
M0452,Quantum Direct,SaaS & Subscriptions,SaaS & Subscriptions,211074.47,95.54,0.23,0.15,88.97,2500,84.43,1387,89.97,11.45,LOW,ACTIVE,2025-07-04
M0453,Quantum Commerce,Fintech & Wealth,Fintech & Wealth,869960.56,96.16,0.2,0.15,85.04,42591,20.43,24481,89.33,11.4,LOW,ACTIVE,2026-02-05
M0454,Vortex Store,EdTech,EdTech,19328215.71,94.14,1.82,0.36,89.19,1722,11224.28,954,85.65,20.74,LOW,ACTIVE,2026-03-08
M0455,Prism Network,Health & Wellness,Health & Wellness,1186326.82,95.76,0.32,0.12,72.64,2025,585.84,1289,83.93,15.28,LOW,ACTIVE,2025-10-26
M0456,Stellar Digital,Travel & Hospitality,Travel & Hospitality,10407107.32,80.69,5.26,3.13,47.08,13158,790.93,10060,41.4,85.64,HIGH,UNDER_REVIEW,2025-09-23
M0457,Nova Systems,Gaming & Entertainment,Gaming & Entertainment,47376641.52,97.16,1.93,0.05,76.34,405,116979.36,250,85.21,17.33,LOW,ACTIVE,2025-10-27
M0458,Lumina Pay,D2C Retail,D2C Retail,337712.88,77.39,7.8,2.83,41.25,249,1356.28,197,31.97,98.54,HIGH,UNDER_REVIEW,2025-03-11
M0459,Optima Network,B2B Logistics,B2B Logistics,15459616.8,97.69,0.9,0.31,73.06,854,18102.6,542,85.51,15.83,LOW,ACTIVE,2026-03-01
M0460,Aero Pay,FoodTech & QSR,FoodTech & QSR,29941032.32,95.68,1.05,0.4,86.94,147,203680.49,83,87.79,16.62,LOW,ACTIVE,2026-05-25
M0461,Aero Direct,E-Commerce,E-Commerce,249785.08,70.05,12.66,3.85,26.34,38497,6.49,33426,10.0,100.0,CRITICAL,RESTRICTED,2026-02-07
M0462,Quantum Cart,SaaS & Subscriptions,SaaS & Subscriptions,2688658.89,71.69,11.9,4.29,25.76,551,4879.6,480,10.02,100.0,CRITICAL,RESTRICTED,2025-05-09
M0463,Catalyst Tech,Fintech & Wealth,Fintech & Wealth,15065226.12,96.67,1.18,0.21,66.36,280,53804.38,187,81.4,19.21,LOW,ACTIVE,2025-10-19
M0464,Stellar Systems,EdTech,EdTech,1594055.8,87.65,2.23,1.26,67.57,13825,115.3,9154,66.34,44.52,MEDIUM,ACTIVE,2025-05-23
M0465,Pulse Digital,Health & Wellness,Health & Wellness,20153008.77,87.91,4.69,0.68,66.88,48415,416.26,32225,64.3,48.27,MEDIUM,ACTIVE,2025-09-25
M0466,Vortex Dynamics,Travel & Hospitality,Travel & Hospitality,8335247.58,76.87,12.3,3.49,29.37,3999,2084.33,3411,19.38,100.0,CRITICAL,RESTRICTED,2025-03-20
M0467,Sync Wave,Gaming & Entertainment,Gaming & Entertainment,157487.08,90.92,4.75,0.67,63.23,28209,5.58,19290,66.85,44.8,MEDIUM,ACTIVE,2026-05-11
M0468,Optima Commerce,D2C Retail,D2C Retail,35238895.85,85.51,7.35,3.16,44.12,273,129080.2,212,43.84,86.71,HIGH,UNDER_REVIEW,2025-07-24
M0469,Orbit Ventures,B2B Logistics,B2B Logistics,1937042.2,83.11,6.11,2.59,42.67,274,7069.5,215,42.87,81.77,HIGH,UNDER_REVIEW,2025-11-13
M0470,Velocity Wave,FoodTech & QSR,FoodTech & QSR,3350798.47,98.48,1.1,0.03,65.28,919,3646.14,619,83.86,15.05,LOW,ACTIVE,2025-11-18
