merchant_id,historical_monthly_revenue,growth_trend_pct,forecast_m1_revenue,forecast_m1_lower,forecast_m1_upper,forecast_m2_revenue,forecast_m2_lower,forecast_m2_upper,forecast_m3_revenue,forecast_m3_lower,forecast_m3_upper,forecast_confidence_pct
M0427,214406.19,4.92,224961.99,199116.11,251224.05,236591.26,197194.08,278020.76,249404.1,194996.6,307634.97,88.4
M0428,11386.16,10.2,12547.11,11333.3,14163.68,13890.4,11913.52,16574.86,15448.32,12545.58,19429.04,92.4
M0429,1228554.93,-17.39,1014953.31,862202.84,1109343.97,829666.15,652117.59,945404.58,670992.06,484791.76,795796.58,72.4
M0430,33951.91,-11.8,29944.79,25962.73,33079.41,26233.89,21232.66,30353.14,22828.05,17159.85,27607.33,80.1
M0431,17888.67,15.97,20744.63,19032.16,23613.61,24222.15,21233.14,29247.04,28475.98,23798.8,36352.44,92.1
M0432,13017.86,15.2,14997.08,13705.53,17035.48,17391.23,15162.37,20936.95,20299.79,16844.77,25818.08,91.4
M0433,258227.38,-0.75,256294.45,228186.64,287106.17,254280.07,213707.14,300134.4,252186.35,199365.92,312822.04,86.8
M0434,48760.26,-8.53,44601.92,37999.05,48823.05,40608.03,32051.11,46372.75,36798.62,26737.88,43763.86,78.6
M0435,8340.31,3.11,8599.48,7654.57,9632.11,8880.06,7460.67,10479.54,9183.59,7256.87,11389.12,89.6
M0436,1535211.33,-22.12,1195580.12,992439.1,1291298.26,917859.96,697683.71,1028085.76,694498.35,479308.04,805701.43,71.2
M0437,78177.05,15.78,90512.17,82068.29,102381.94,105507.65,90977.14,126262.06,123819.85,101266.06,156295.32,94.9
M0438,123503.41,-11.63,109139.16,95500.04,121146.65,95810.88,78568.75,111622.55,83553.1,63922.3,101938.12,79.1
M0439,179311.46,-2.95,174016.46,154383.92,194571.28,168620.89,141007.53,198497.14,163143.65,128116.71,201684.71,86.0
M0440,700339.56,16.77,817817.17,747165.94,928827.67,961860.11,838241.85,1157704.45,1139340.78,944912.28,1448649.01,93.8
M0441,53119.35,7.78,57254.27,51748.13,64652.67,61933.9,53166.54,73938.55,67237.07,54667.1,84613.82,90.1
M0442,3185611.1,11.45,3550485.82,3233427.44,4025540.82,3977486.04,3450866.89,4775767.49,4478618.3,3692620.79,5677096.56,90.6
M0443,82972.4,-10.68,74114.04,62964.32,81009.61,65805.8,51728.62,74989.66,58077.64,41966.9,68884.73,80.2
M0444,31116.04,9.73,34144.23,31188.36,38774.87,37633.27,32787.61,45289.01,41661.96,34539.85,52962.35,92.4
M0445,364018.54,-6.93,338807.43,290276.65,371956.35,314169.14,249978.1,360276.6,290234.63,213206.36,347027.74,80.5
M0446,458355.67,17.94,540607.59,491342.02,612281.34,642470.22,555839.54,770238.27,769290.62,631933.78,973275.72,95.1
M0447,81933.61,11.19,91103.33,82268.13,102826.51,101809.09,87287.04,121460.28,114342.61,92811.9,143769.82,88.9
M0448,9130.1,-2.17,8932.39,7922.76,9986.23,8729.29,7297.34,10274.11,8521.36,6688.84,10532.06,86.4
M0449,178256.54,9.45,195100.38,177350.15,220986.3,214457.59,185583.02,257138.94,236748.59,194536.32,299572.2,88.3
M0450,3321041.51,17.54,3903449.52,3556159.62,4426589.82,4622221.1,4012272.8,5551426.21,5513875.24,4549222.77,6991814.36,93.1
M0451,212706.69,17.47,249875.52,229630.61,284688.18,295722.5,259833.62,357522.59,352565.22,295555.42,450803.99,94.5
M0452,17589.54,16.98,20575.42,18654.09,23272.45,24242.8,20901.17,29009.42,28769.63,23524.93,36311.88,91.4
M0453,72496.71,14.15,82756.44,75182.57,93706.77,95053.71,82187.24,113919.97,109850.9,90165.62,138921.84,93.0
M0454,1610684.64,13.58,1829467.96,1650948.48,2064152.11,2090394.22,1790548.07,2492627.88,2402732.04,1947894.86,3019176.97,91.3
M0455,98860.57,11.34,110070.68,99864.93,124547.18,123176.01,106305.82,147476.17,138540.06,113436.6,174981.64,89.2
M0456,867258.94,-7.57,801569.79,691009.27,882832.94,737820.48,592292.77,850020.84,676346.94,502830.13,813483.05,78.5
M0457,3948053.46,10.96,4380825.67,3993034.98,4969258.17,4885047.46,4243347.63,5869286.82,5474078.0,4520493.61,6944634.31,94.2
M0458,28142.74,-12.66,24578.95,20945.44,26908.54,21310.83,16826.18,24340.59,18342.32,13333.95,21819.29,80.8
M0459,1288301.4,11.84,1440815.97,1315565.84,1635873.64,1619914.35,1410556.62,1948870.36,1830863.89,1516779.19,2326588.6,89.7
M0460,2495086.03,13.23,2825155.05,2562528.64,3196267.42,3217574.78,2775866.11,3851565.71,3685784.67,3016446.17,4654114.02,92.3
M0461,20815.42,-20.68,16511.4,13706.94,17833.96,12926.62,9826.82,14479.75,9986.49,6893.17,11586.33,73.5
M0462,224054.91,-21.75,175314.09,146399.54,189931.78,135269.44,103719.2,152187.59,102900.33,71870.74,120059.99,74.3
M0463,1255435.51,6.7,1339585.42,1219036.13,1518205.74,1433865.28,1242702.36,1720652.67,1539586.04,1267618.17,1950162.85,89.6
M0464,132837.98,3.37,137315.7,121242.9,153148.2,142175.78,118091.2,166765.08,147447.5,114751.02,181448.89,85.1
M0465,1679417.4,3.03,1730351.77,1529163.77,1930761.11,1785454.86,1484855.68,2095641.93,1845020.23,1438285.52,2272400.72,87.9
M0466,694603.96,-18.37,567038.94,482328.99,620193.17,457694.54,360425.3,522050.97,365232.65,264556.27,433706.47,74.8
M0467,13123.92,3.06,13524.91,12074.5,15172.79,13958.81,11776.77,16509.92,14427.96,11464.46,17943.77,87.8
M0468,2936574.65,-6.92,2733356.29,2395868.79,3036813.51,2534743.39,2083660.46,2956854.21,2341791.7,1797442.22,2861763.13,80.7
M0469,161420.18,-6.72,150566.49,130891.97,166559.66,139936.39,113689.92,162232.46,129586.33,97908.95,157115.65,79.6
M0470,279233.21,7.78,300956.02,275507.18,342174.96,325539.38,284495.37,392418.19,353397.07,294167.72,450199.6,91.6
M0471,2633836.2,9.63,2887516.46,2616061.04,3264799.36,3179535.84,2738597.81,3802693.07,3516399.62,2871667.75,4435305.17,90.1
M0472,772669.78,11.46,861241.79,778261.14,972428.11,964903.17,828079.9,1151756.67,1086571.91,883111.32,1367124.78,91.1
M0473,17404.19,5.9,18430.75,16308.26,20579.04,19572.22,16306.01,22994.23,20842.1,16286.02,25700.81,86.1
M0474,943531.3,16.98,1103779.09,1002761.23,1249831.14,1300616.29,1124564.87,1558762.61,1543600.24,1266987.08,1952098.61,93.9
M0475,300922.94,15.29,346945.81,315099.65,392791.23,402660.45,348011.37,482471.78,470401.2,385893.62,594718.83,90.0
M0476,493226.41,-22.21,383676.11,320384.9,415659.35,294197.07,225566.78,330983.47,222318.69,155267.37,259383.66,73.6
M0477,32877.12,2.24,33613.15,29543.61,37398.66,34403.28,28390.96,40215.03,35250.49,27197.52,43190.31,85.3
M0478,3062524.32,15.03,3522845.6,3213222.7,3997513.82,4078832.32,3546463.13,4903205.12,4753220.65,3930200.49,6034118.55,92.6
M0479,48224.44,14.87,55396.33,50308.18,62714.19,64046.75,55349.2,76737.61,74524.23,61128.5,94213.53,94.5
M0480,1064147.52,13.07,1203253.64,1095297.72,1363912.07,1368408.32,1186464.75,1642473.14,1565175.55,1289391.62,1983140.03,94.5
M0481,65418.7,1.62,66477.75,59713.64,74820.71,67607.76,57534.2,80334.92,68811.7,55307.4,86083.44,86.8
M0482,194527.86,-12.3,170591.25,146734.06,187667.43,148550.47,118870.09,170855.32,128443.45,95080.26,154157.83,80.1
M0483,1004745.58,15.94,1164891.88,1064012.24,1322851.22,1359847.48,1184699.12,1636440.46,1598268.03,1324964.2,2031718.32,90.4
M0484,117083.82,-3.97,112430.1,98814.81,125089.73,107737.91,88905.32,125934.84,103027.44,79485.67,126229.22,86.3
M0485,214317.71,10.55,236919.0,213928.38,267396.26,263152.99,225595.8,313930.99,293679.43,238350.23,369237.27,89.7
M0486,34890.44,8.14,37731.54,34034.98,42561.93,40957.61,35061.35,48822.7,44626.27,36149.51,56052.38,87.9
M0487,837866.23,13.98,955025.25,875528.95,1086665.93,1095243.72,959083.02,1321696.31,1263706.71,1054689.62,1612085.38,91.5
M0488,1334387.71,2.64,1369655.89,1208433.7,1526974.57,1407666.23,1167968.82,1650193.04,1448591.67,1125773.02,1781362.15,85.1
M0489,904715.82,-1.12,894610.53,793814.76,1000371.39,884118.49,739512.07,1040899.22,873255.74,685986.05,1079728.33,84.5
M0490,684312.37,18.66,812017.64,734802.88,917531.21,971131.93,835056.92,1160415.25,1170486.1,953770.6,1474672.03,90.4
M0491,43343.71,17.67,51004.2,46539.8,57888.75,60469.32,52605.89,72712.54,72225.29,59762.82,91723.23,92.7
M0492,203093.74,14.96,233469.13,212655.36,264730.65,270133.49,234421.84,324389.8,314575.78,259446.37,398819.17,94.5
M0493,705935.33,14.89,811070.57,738106.66,919234.94,937903.3,812899.55,1125521.48,1091553.86,898785.45,1382693.11,94.6
M0494,45764.61,-7.65,42262.74,36851.84,46826.27,38867.13,31714.02,45162.44,35595.64,27050.91,43282.87,83.4
M0495,1708390.03,3.87,1774545.27,1587543.69,1992956.3,1846698.13,1562602.09,2187635.54,1925360.27,1535859.89,2399306.95,85.7
M0496,88679.79,12.49,99759.32,90267.22,112718.06,112846.3,97025.25,134834.4,128355.05,104577.28,161701.69,88.7
M0497,1531959.82,0.42,1538340.13,1351077.99,1710911.13,1545067.36,1273691.73,1805055.84,1552145.75,1195850.69,1900385.17,86.3
M0498,665647.75,-10.21,597709.38,521363.96,662369.58,533654.83,435654.46,620251.0,473741.46,360256.69,576240.16,81.6
M0499,724276.52,16.59,844466.2,774375.51,961002.54,991607.41,868648.09,1196870.14,1172614.34,979132.97,1496255.9,93.7
M0500,18893.55,14.12,21562.25,19773.88,24538.7,24760.18,21691.9,29887.02,28607.26,23889.92,36505.15,93.5
